image_path,label,embedding
face_dataset\Training_dataset\child1\child1 (9).jpeg,child1,"[-0.425852507352829, -0.4170530140399933, -0.13832730054855347, -0.4601006507873535, 0.0934499129652977, -0.1189228743314743, -0.05950239673256874, -0.30826592445373535, -0.059152379631996155, 0.047877248376607895, 0.6351500749588013, 0.012863324955105782, -0.004216361790895462, -0.685603141784668, -0.2171591818332672, 0.1283603012561798, 0.6147419214248657, -0.4712978005409241, 0.0940980464220047, -0.4005504846572876, 0.06854930520057678, -0.24568584561347961, -0.3177695870399475, -0.1860380470752716, 0.021347783505916595, 0.05608033388853073, 0.6841036081314087, 0.22130955755710602, -0.24561364948749542, -0.16246835887432098, -0.23741811513900757, 0.2623065114021301, 0.004969999194145203, -0.0294046513736248, 0.43571528792381287, 0.1599433869123459, 0.9001582264900208, -0.07507068663835526, 0.22389322519302368, -0.17201121151447296, 0.4050348699092865, 0.29442253708839417, 0.054559655487537384, 0.1679994761943817, -0.5918259620666504, -0.6134399771690369, 0.40933266282081604, -0.43764859437942505, 0.36098915338516235, 0.22218677401542664, -0.5500040650367737, -0.1240634173154831, 0.5012906193733215, -0.22854933142662048, -0.15836963057518005, 0.39561954140663147, 0.24763703346252441, 0.35978466272354126, -0.064829520881176, -0.6694342494010925, -0.6068007349967957, -0.1030052900314331, -0.20159867405891418, 0.6727553606033325, 0.055261753499507904, 0.7578071355819702, 0.25558969378471375, 0.18697310984134674, 0.42479074001312256, -0.2384745478630066, 0.19364243745803833, -0.2942989468574524, -0.07575027644634247, -0.48813819885253906, -0.09026704728603363, 0.07823589444160461, 0.013444148004055023, 0.1797458529472351, -0.06386293470859528, -0.6302295923233032, -0.4559962749481201, -0.3805118501186371, 0.08629389107227325, -0.016253065317869186, 0.3165395259857178, 0.26230356097221375, 0.3404405415058136, 0.2339901179075241, -0.43015843629837036, 0.9059306979179382, -0.01871589571237564, -0.2425002157688141, -0.1217590868473053, -0.18855208158493042, 0.41312307119369507, 0.5242242813110352, -0.05605820193886757, -0.552706241607666, -0.2679152190685272, 0.3487871289253235, -0.014024170115590096, 0.5588550567626953, 0.45413175225257874, -0.514366865158081, 0.07908835262060165, 0.4030693769454956, 0.1780005246400833, -0.18638601899147034, -0.14052248001098633, -0.5881026983261108, 0.23960982263088226, 0.27115121483802795, 0.5279335975646973, 0.44034817814826965, -0.06216222792863846, 0.09626537561416626, -0.24301375448703766, 0.4398859441280365, 0.647817075252533, 0.25096389651298523, -0.1452745944261551, -0.6045682430267334, 0.40563714504241943, 0.1979895979166031, 0.3457229733467102, -0.2678402066230774, 0.9793758988380432, 0.29857465624809265]"
face_dataset\Training_dataset\child2\child2 (2).jpeg,child2,"[-0.19239994883537292, -1.122908353805542, -1.0935235023498535, 0.5338946580886841, 1.4217206239700317, 1.5984828472137451, -0.10429427027702332, 0.7461831569671631, 1.1302849054336548, 0.1424802988767624, 0.09948021918535233, -1.5433090925216675, 0.06506896018981934, 0.5295741558074951, 0.14534316956996918, -0.5915838479995728, 0.6300466060638428, -0.8087061047554016, -0.3174299895763397, 0.010717727243900299, 0.7946484088897705, -0.716729998588562, 0.35066431760787964, -0.3273547291755676, 0.9137914180755615, -0.42722541093826294, 0.6367067098617554, -0.18549031019210815, -1.5737050771713257, 0.1358998417854309, -0.18872961401939392, -0.13266566395759583, -0.91363525390625, 0.7575342059135437, 0.9135351777076721, 0.6211885809898376, 0.09975478053092957, -0.0840911939740181, 0.5274756550788879, -0.29531654715538025, 0.17163458466529846, 1.0329965353012085, -0.04835301637649536, -0.675918698310852, -0.6707627177238464, -1.1965937614440918, 0.33925819396972656, 1.191826343536377, 0.44652366638183594, 0.6027779579162598, -1.178237795829773, 1.2075386047363281, 0.1171196848154068, 0.08429757505655289, 0.22861386835575104, 0.12917999923229218, 1.5389760732650757, -0.3931737244129181, -0.32794520258903503, 0.315647155046463, 0.05402863770723343, 0.9279009103775024, 0.7891026735305786, 2.0762057304382324, 1.00858473777771, -0.3976445198059082, -0.8381633758544922, 0.808292031288147, -0.37932056188583374, 0.1535155177116394, 0.567172646522522, 0.3741759955883026, -0.9425260424613953, -0.10460704565048218, 0.28619080781936646, -0.1221577376127243, 0.10371707379817963, -0.2344195395708084, -0.8256882429122925, 0.40688931941986084, -1.1647568941116333, -0.23328527808189392, 1.4819287061691284, 0.5704705119132996, 0.7326075434684753, 0.19191768765449524, 1.1022287607192993, -0.4879928231239319, -0.7016586065292358, -0.8956248164176941, 0.0539151132106781, 0.4565202295780182, -0.9187194108963013, 0.8612494468688965, 0.5661556124687195, 1.3338855504989624, -1.0527085065841675, -0.7155463099479675, -1.1364428997039795, 1.0298583507537842, 0.6109955310821533, 0.7122077941894531, -1.5514153242111206, -0.6239110827445984, 0.2223343849182129, -0.38349175453186035, -0.6965352296829224, -1.4711328744888306, 0.9133692979812622, -1.3147083520889282, 0.04664922505617142, -1.2760261297225952, 0.3815946578979492, 0.8223735690116882, -0.43951693177223206, -0.06968025118112564, -0.15420277416706085, 1.2763599157333374, 0.38265088200569153, 0.7284188866615295, 0.7558558583259583, 0.17609600722789764, 0.6253265142440796, -1.0484076738357544, -0.6304957270622253, -0.5711785554885864, 1.233286738395691, -0.3330852687358856]"
face_dataset\Training_dataset\child2\child2 (3).jpeg,child2,"[-0.2154756784439087, -0.32158172130584717, -0.3566037118434906, 0.03871326893568039, -0.39561226963996887, 1.9517054557800293, 0.13484176993370056, -0.3441879153251648, 0.5824722051620483, -0.22384680807590485, -0.89518803358078, -1.0615143775939941, 0.8653724789619446, 0.44191351532936096, 0.3060864806175232, -0.4908890128135681, 0.05442408472299576, -1.2656872272491455, 0.7115125060081482, -0.43687063455581665, 0.5990697145462036, -0.10252069681882858, 0.1714768409729004, 0.6729455590248108, 0.717312216758728, 0.4613964855670929, 0.6434831619262695, 0.11828576028347015, -0.17527435719966888, -0.06371330469846725, -0.2339291274547577, -0.2953416407108307, -0.17223654687404633, 0.2786126434803009, 0.5572037100791931, -0.49600037932395935, -0.577908992767334, 0.2218049168586731, 1.5877456665039062, -0.2655920684337616, 0.5440449118614197, 0.7087069153785706, -0.07121938467025757, -0.9674882888793945, -0.592897891998291, 0.15552392601966858, 0.23224729299545288, 0.45268404483795166, -0.08847132325172424, 0.3428861200809479, 0.20740655064582825, 2.004254102706909, 0.9604914784431458, -1.2680460214614868, 1.2072253227233887, 0.5425220131874084, 0.4336020350456238, -0.4462442696094513, 0.6639819741249084, -0.1669013798236847, 0.8301788568496704, -0.1659911870956421, -0.0803089365363121, 0.7701217532157898, -0.10619417577981949, -0.19124384224414825, -0.2517523765563965, 0.27795132994651794, -1.2476035356521606, -0.40496212244033813, 0.1545587182044983, 0.15875133872032166, 0.9463279843330383, -1.6395750045776367, -0.49423253536224365, 0.8809353113174438, -0.20399078726768494, 0.6993051767349243, -0.40238672494888306, -0.2715742886066437, -1.3361791372299194, 0.7162778377532959, 0.704861581325531, 0.8058592677116394, 0.7132529616355896, -0.23594233393669128, 1.2142902612686157, -0.3940013647079468, -0.48649826645851135, -1.1531670093536377, 0.5159823298454285, 0.7983424663543701, -0.3302537202835083, 1.0920170545578003, 1.5520048141479492, 0.391663521528244, -0.24512898921966553, 0.01910475641489029, -1.5979502201080322, -0.14810633659362793, 1.6596132516860962, 0.39030253887176514, -0.44534456729888916, 0.33144402503967285, -1.0150470733642578, -0.3351808190345764, -0.451117604970932, 0.21349526941776276, 0.3392319083213806, -0.7525737285614014, -0.286653608083725, -0.6539848446846008, 0.5989795923233032, 0.37216147780418396, -0.74466472864151, 0.1645573228597641, -0.07808558642864227, 1.0807777643203735, 0.10643085092306137, 0.3914613127708435, 0.482174277305603, 0.7072646617889404, 0.9928662776947021, -0.5188303589820862, 0.40095221996307373, -0.6746518611907959, 1.5438979864120483, -0.5053868293762207]"
face_dataset\Training_dataset\child2\child2 (5).jpeg,child2,"[0.8701004981994629, -0.33374038338661194, -1.9685876369476318, 0.8592333197593689, 0.4513598382472992, 0.6530279517173767, 0.4566810727119446, -0.46425411105155945, 0.9301566481590271, -0.238883376121521, -0.9027655124664307, -0.6972218155860901, -1.2165173292160034, 0.15300801396369934, -0.03908534348011017, -0.23678913712501526, 0.3335910141468048, 0.38341212272644043, 0.16323430836200714, -1.0041158199310303, -0.5312248468399048, 0.6537365913391113, -0.2932106852531433, -0.02405896782875061, -0.3295323848724365, 0.1594105362892151, -0.11344081908464432, -0.11254565417766571, -0.6135430932044983, 0.7315863370895386, 1.887736201286316, 0.520159125328064, -0.054600540548563004, 0.14499208331108093, 0.8617599010467529, -1.1964093446731567, 0.014485340565443039, 0.6458914279937744, 1.4476335048675537, 0.1534130573272705, -0.6945034861564636, 1.4727970361709595, 0.03897693753242493, -1.7385903596878052, 1.1037555932998657, 0.4287621080875397, 0.1544964611530304, 0.3432055115699768, 0.4137200117111206, 1.4778841733932495, -0.22989843785762787, 0.2908734679222107, 0.44205236434936523, -0.8969685435295105, 1.2306232452392578, 1.5849618911743164, 0.6310102939605713, -0.11418980360031128, -0.5835927128791809, -0.45771515369415283, 0.5916774272918701, 1.3994003534317017, -0.500541627407074, 1.4407051801681519, 0.23740297555923462, 1.4292736053466797, 0.25132328271865845, 1.936610460281372, -0.47337743639945984, -0.3187832236289978, 0.7559018135070801, 0.5790923833847046, 0.625867486000061, -1.5264410972595215, -0.3282114267349243, 0.2783852815628052, -1.1824520826339722, -0.6886890530586243, -1.3574684858322144, -0.5695251226425171, -1.5134958028793335, 0.3810557723045349, 1.2310872077941895, 0.5935341119766235, -0.11770015209913254, -0.9848297238349915, 0.3411064147949219, 0.5428128242492676, 0.2508322298526764, -1.1381618976593018, -0.036474041640758514, 0.45621615648269653, -1.0255004167556763, 1.1886169910430908, 1.5163520574569702, -0.922738790512085, -0.39717361330986023, 0.9146018624305725, -0.673814594745636, 0.5255085825920105, 1.249178171157837, 0.8669223785400391, -1.2789433002471924, -1.138953685760498, 0.8372669219970703, -0.552150547504425, 0.15286469459533691, 0.24058255553245544, -0.20456840097904205, -1.294364333152771, -0.24328948557376862, 0.28164467215538025, -0.43561527132987976, 0.1669486165046692, -1.3593767881393433, 1.1807633638381958, -0.3918609619140625, 1.3488982915878296, -0.40486428141593933, 0.3540542721748352, 0.2746439576148987, 1.5038033723831177, 1.6588767766952515, -0.8067388534545898, 0.6173418760299683, -2.0536980628967285, -0.7939731478691101, -1.217068076133728]"
face_dataset\Training_dataset\child2\child2 (6).jpeg,child2,"[0.6101561784744263, -0.3478453457355499, -1.5839829444885254, 0.6985406875610352, 0.27204060554504395, 0.4842641055583954, 0.18762452900409698, -0.026461903005838394, 1.411116600036621, 0.180218905210495, -0.38789257407188416, -0.47512099146842957, -1.0969223976135254, 0.03645085543394089, -0.30867329239845276, -0.586002767086029, -0.11794833838939667, -0.17489147186279297, -0.19088447093963623, -0.1253242790699005, -0.5004316568374634, 0.024917926639318466, -0.7098022103309631, 0.6839632391929626, -0.09977635741233826, 0.48213550448417664, 0.6142210960388184, -0.24414920806884766, -0.8484379053115845, -0.069138303399086, 1.4192733764648438, 0.8557904958724976, -0.24508412182331085, -0.17405447363853455, 0.1878509819507599, -0.5827831625938416, 0.14685474336147308, -0.27530714869499207, 2.0797629356384277, 0.024114958941936493, -0.06994935870170593, 1.102612018585205, -0.28833746910095215, -1.5562721490859985, 0.900310218334198, 0.43422213196754456, -0.0643393024802208, 0.4814852774143219, -0.16964086890220642, 1.2566955089569092, 0.029124297201633453, 0.5108216404914856, 0.29403239488601685, -0.5854109525680542, 0.8052747249603271, 1.1620019674301147, 0.8142901062965393, -0.3996618688106537, -0.15081144869327545, -0.40321630239486694, 0.7797430753707886, 0.8305940628051758, -0.05020332336425781, 0.9471703171730042, 0.7373663187026978, 1.1283949613571167, 0.10442076623439789, 1.272034764289856, -0.4856055676937103, -0.7315956354141235, -0.16656769812107086, 0.16517168283462524, 0.4887447953224182, -1.0504332780838013, -0.2641598880290985, -0.4352153539657593, -0.9939372539520264, -0.3757703900337219, -0.998454213142395, -0.34143000841140747, -1.3474594354629517, -0.30852803587913513, 1.3721308708190918, 0.38397789001464844, -0.25710156559944153, -0.6844716668128967, 0.2669433355331421, 0.9958442449569702, 0.3840870261192322, -0.7047795057296753, -0.2309519648551941, 0.0466485470533371, -0.8459101319313049, 1.034514307975769, 1.4729818105697632, -0.5880587697029114, 0.036434851586818695, 0.21232567727565765, -0.8174527287483215, 0.6229978203773499, 0.5917741656303406, 1.0328090190887451, -0.8925501108169556, -1.0863322019577026, 0.2989725172519684, -0.41206908226013184, 0.18823309242725372, 0.5899331569671631, -0.01659277267754078, -0.8718065619468689, 0.31732967495918274, -0.10151773691177368, 0.20806263387203217, -0.39299020171165466, -0.8995213508605957, 1.560931921005249, -0.5252017974853516, 1.5534422397613525, 0.19015929102897644, 0.009570373222231865, -0.46141332387924194, 0.896965742111206, 1.5178827047348022, -0.6628903150558472, 0.45491188764572144, -1.8834272623062134, -0.3388519287109375, -0.8751828670501709]"
face_dataset\Training_dataset\child2\child2.jpeg,child2,"[-0.047612473368644714, -1.3918660879135132, -0.7590785622596741, 0.8138165473937988, -0.30272987484931946, 0.6248880624771118, 0.7697331309318542, -1.030651330947876, -0.5219430923461914, -0.2308693528175354, -0.9932423233985901, -0.11945238709449768, 0.47784721851348877, 0.4725625813007355, 0.47106286883354187, -0.4801907539367676, 1.172442078590393, -0.24503402411937714, 0.9890657663345337, 0.055919498205184937, 0.041222065687179565, -0.7684489488601685, -0.1322248876094818, -0.6684322357177734, 0.572358250617981, -0.23264753818511963, -0.22624951601028442, 1.3272608518600464, -1.477698564529419, 0.38517624139785767, 1.2891186475753784, -0.30966100096702576, -0.79124915599823, 0.7565643191337585, 0.8369957804679871, -1.4449061155319214, 0.8144052624702454, 0.726641058921814, 1.8574943542480469, -0.1513620764017105, -0.7410005331039429, 2.127175807952881, 0.9598962068557739, -1.4781180620193481, 0.6626082062721252, -0.2053079456090927, 0.355404257774353, 1.2852673530578613, -0.5443117618560791, 1.1320998668670654, -1.0717952251434326, 1.6870486736297607, 0.3985373079776764, -0.6435143351554871, 1.2973930835723877, 1.1880877017974854, 0.47599729895591736, 1.0347588062286377, 0.31332334876060486, -0.015273209661245346, 1.5736249685287476, 1.84414803981781, 0.10078231990337372, 0.9479352235794067, -0.7415338158607483, 1.3423280715942383, -0.18141433596611023, 2.2218708992004395, -1.5926296710968018, 0.5720528364181519, 1.125058889389038, 0.6006358861923218, 0.5409907698631287, -1.1595441102981567, -1.8617639541625977, 1.3964362144470215, -0.3866673409938812, -1.260536551475525, -0.6311404705047607, -0.5812773704528809, -1.1639056205749512, 0.14863371849060059, 0.3185725808143616, 1.5410898923873901, 0.6455140113830566, -1.515271544456482, 1.5386900901794434, -0.3978264331817627, -0.34967750310897827, -1.7234879732131958, -0.5745377540588379, -0.09671302884817123, -0.49096354842185974, 1.5908207893371582, 0.9058528542518616, -0.820756196975708, -0.026087921112775803, 0.935332179069519, -0.9784773588180542, 0.6812868714332581, 2.831355094909668, 0.8306486010551453, -0.8965598344802856, -1.5682584047317505, -0.30455002188682556, 0.28515321016311646, -0.5453659296035767, -1.7502671480178833, -0.19565430283546448, -0.7895879745483398, -0.43498486280441284, 0.2784249186515808, 1.156833291053772, -0.7158386707305908, -1.1350398063659668, 0.5306483507156372, -1.5860497951507568, 1.8041859865188599, -0.5654444694519043, 0.915573000907898, 0.46279364824295044, 2.0869762897491455, 1.8534152507781982, -0.2475016713142395, 1.3201510906219482, -0.8016542792320251, 1.6114779710769653, -1.0123860836029053]"
face_dataset\Training_dataset\child3\child3 (10).jpeg,child3,"[0.13761037588119507, -1.2702398300170898, -0.5632566809654236, 0.44440606236457825, -0.4450490176677704, 2.342576026916504, 1.0369149446487427, -0.27279990911483765, 0.47787997126579285, 0.9441667199134827, -1.445860743522644, -1.2493969202041626, 1.0452497005462646, 0.45209595561027527, 0.6721314191818237, -0.1384558379650116, 1.6669267416000366, 0.12418630719184875, 0.706298828125, -0.507054328918457, 0.850001335144043, -1.0455724000930786, 1.5010950565338135, 0.45897361636161804, -0.1826574057340622, 0.0907961055636406, -0.09840599447488785, 0.8629664778709412, -1.681996464729309, 0.4352894127368927, 0.9048640727996826, -0.5187276601791382, 0.6672199368476868, 0.3111470341682434, 2.7280008792877197, -1.1657975912094116, -0.7197834253311157, 0.4874068796634674, 1.1671650409698486, 0.6138738393783569, -1.1201568841934204, 0.8546400666236877, 0.8484815359115601, -2.640347480773926, 1.0308294296264648, -0.1783147156238556, 0.06466300785541534, 2.0533926486968994, 0.17350618541240692, 0.47814682126045227, -0.22492142021656036, 0.7077444195747375, -0.4112224578857422, -0.04760736972093582, 1.242577075958252, 1.495988368988037, 0.15874885022640228, 0.7849688529968262, -0.8717777729034424, -0.8418617844581604, 0.6974470615386963, 1.2477625608444214, 1.3741397857666016, 1.9582573175430298, -0.4006175398826599, -0.08466170728206635, -0.30064597725868225, 1.858049750328064, 0.6484764814376831, 0.9122356176376343, 1.5262008905410767, 0.7036235332489014, 1.3784236907958984, -0.8492352366447449, -1.0363925695419312, -0.7411919832229614, -0.2652014493942261, -1.7050189971923828, -0.9193061590194702, -0.22078678011894226, -0.9497247338294983, -0.30389028787612915, 1.4838306903839111, 0.4809816777706146, 0.318454772233963, -0.612794816493988, 2.1737210750579834, -1.5595791339874268, -0.2976294159889221, -1.5328567028045654, -0.626895546913147, 0.38533350825309753, -0.4780595600605011, 2.5661394596099854, 0.8786490559577942, 0.4013594090938568, -0.28657734394073486, 1.3853317499160767, -2.1106362342834473, 1.4186434745788574, 1.8406376838684082, 1.924335241317749, -0.45664238929748535, 0.6750446557998657, -0.9980565309524536, -0.428524374961853, -1.3286279439926147, -1.8326307535171509, 0.10217277705669403, -0.9319160580635071, -0.9348352551460266, 0.3225594758987427, -0.44135913252830505, 0.7602902054786682, -1.7837817668914795, 0.19367831945419312, 0.12069465219974518, 0.972480297088623, -0.6407787203788757, -1.0498268604278564, 0.2651302218437195, 2.1331679821014404, 2.074613094329834, -1.3370882272720337, -0.5607249140739441, 0.09025534242391586, 1.2750431299209595, -0.8254316449165344]"
face_dataset\Training_dataset\child3\child3 (12).jpeg,child3,"[-0.47313132882118225, -1.2820900678634644, -0.8171263337135315, 0.5156065225601196, 0.4490109086036682, 1.7207615375518799, -0.019364438951015472, -0.0605202354490757, 0.8845808506011963, 0.12880271673202515, -1.120322346687317, -1.8878871202468872, 0.7605239748954773, 0.029156766831874847, 0.3711226284503937, 0.5775995254516602, -0.36238595843315125, -0.08066122978925705, -0.009294547140598297, 0.1287531554698944, 1.7194416522979736, 0.10775692760944366, 0.5768738985061646, -0.2744438350200653, 0.5734061002731323, 0.26772409677505493, -0.5225573778152466, -0.2559766471385956, -1.44819974899292, 0.012849049642682076, 0.8812515735626221, -0.5704094171524048, 0.8110352754592896, 0.37019604444503784, 1.3857831954956055, -0.03859298303723335, 0.1285119354724884, -0.7233564257621765, 1.6705982685089111, -0.6235867738723755, -0.045337382704019547, 1.2550172805786133, 0.5538647770881653, -1.8822492361068726, -0.016260458156466484, 0.29733967781066895, -0.2730875313282013, 1.3261698484420776, -0.9443552494049072, 0.7287091016769409, -0.7330898642539978, 0.7707716226577759, -0.5331355333328247, 0.0775504782795906, 1.0914539098739624, 0.12504802644252777, 1.1700972318649292, -0.5675057172775269, 0.18665270507335663, -0.17128169536590576, 1.2249971628189087, 0.5625072121620178, 0.20389552414417267, 1.4315968751907349, 0.09884553402662277, -0.8757194876670837, -0.1603361964225769, 0.3636549115180969, -0.9318994879722595, 0.1066313162446022, 1.0362218618392944, 0.0600161999464035, -0.6462969183921814, -1.2769863605499268, 0.40305864810943604, 0.09929892420768738, -0.2959114909172058, 0.02337268367409706, -0.22913604974746704, 0.3895742893218994, -0.6676474809646606, -0.45452114939689636, 1.1729682683944702, 0.840822160243988, 1.1110035181045532, -0.7711581587791443, 0.6514425873756409, 0.1133202463388443, -0.6904325485229492, -1.6791423559188843, 0.062472425401210785, 0.4621436595916748, -0.7169010043144226, 1.6812310218811035, 0.10041262209415436, 0.3648289740085602, -1.1090028285980225, 0.1934318095445633, -1.9381728172302246, 0.18813392519950867, 1.5354766845703125, 0.08121361583471298, -1.624624252319336, -0.5041124820709229, -0.6979253888130188, -0.8447033762931824, -0.960135281085968, -1.3466465473175049, 0.03774775564670563, 0.3997693955898285, -0.4776482582092285, -0.8342669010162354, 0.5487473011016846, 0.2848314940929413, -0.8345237970352173, -0.4421426057815552, 0.1860569417476654, 0.4305427074432373, -0.7625352144241333, 0.1843509078025818, 1.1373621225357056, 0.4004209637641907, 1.5628353357315063, -0.4145176410675049, 0.42822837829589844, -1.619327425956726, 1.1533254384994507, 0.17599037289619446]"
face_dataset\Training_dataset\child3\child3 (13).jpeg,child3,"[-0.4905463755130768, -0.78261399269104, -1.1784659624099731, 0.7536943554878235, 0.386106014251709, 1.6297426223754883, -0.048649683594703674, -0.17142616212368011, 0.5196207165718079, -0.3119756281375885, -1.3209480047225952, -1.4667576551437378, -0.6536933183670044, -0.0907394215464592, 0.2021329700946808, -0.5328774452209473, 0.9514886140823364, -0.08182066679000854, -0.3605332374572754, -1.3600035905838013, 0.8652628660202026, -0.3793103098869324, 0.1308186650276184, -0.5084380507469177, 1.0496923923492432, 0.12104517221450806, -0.3884114921092987, 0.8764558434486389, -1.54889976978302, 0.5977516770362854, 0.7471048831939697, 0.6504153609275818, -0.4609816372394562, 0.8792463541030884, 1.100322961807251, -0.3778086006641388, -0.05596015974879265, -0.8159512281417847, 1.3043243885040283, -0.9499441385269165, -0.45851102471351624, 1.1062850952148438, 0.2742903530597687, -1.3383634090423584, 1.1834176778793335, 0.983522891998291, 0.9679791927337646, 0.5630098581314087, -0.5157334804534912, 0.8580212593078613, -0.8121066689491272, 0.6967635154724121, 0.7617346048355103, -0.7419187426567078, 1.0525035858154297, 0.6489757895469666, 0.48059162497520447, -0.9432641267776489, 1.1721363067626953, -0.31984415650367737, 0.46593862771987915, 0.6188275218009949, 0.2515248656272888, 1.5946342945098877, 1.0807220935821533, -0.20595504343509674, -0.3348712623119354, 1.2933682203292847, -0.5108537077903748, -0.40699994564056396, 0.9088790416717529, 0.38317570090293884, -0.8618704080581665, -1.5409382581710815, -0.44563958048820496, 0.8498347997665405, -0.06679630279541016, -0.10386769473552704, -0.22267815470695496, 0.2667182683944702, -0.699903666973114, 0.20093201100826263, 0.43973609805107117, 0.7186709642410278, 0.8389641642570496, -1.0255223512649536, 0.793506920337677, -0.5137837529182434, -1.6280678510665894, -0.9036248326301575, 0.5120786428451538, 0.4050997197628021, -1.8579456806182861, 1.0195550918579102, 0.6583523154258728, 0.11061244457960129, -0.487800270318985, 0.46402204036712646, -1.4019732475280762, 1.3464462757110596, 1.270386815071106, 0.02693972736597061, -1.3127399682998657, -0.7174651622772217, -1.9049996137619019, 0.3293875455856323, -1.7804889678955078, -1.1052768230438232, -0.3940032124519348, -0.4399031102657318, -1.2075477838516235, -0.34028559923171997, 0.16545316576957703, 0.28668221831321716, 0.009029412642121315, 0.3098300099372864, -0.2696271240711212, 0.45376962423324585, -0.4733181893825531, 0.9004530906677246, 1.436942219734192, 0.42065975069999695, 1.8983629941940308, -0.24717466533184052, 0.23198913037776947, -2.023186206817627, 1.889291524887085, -0.4702330529689789]"
face_dataset\Training_dataset\child3\child3 (14).jpeg,child3,"[-1.2701514959335327, -1.8645051717758179, -0.7510582804679871, 0.9064716100692749, 0.1614217460155487, 1.8965460062026978, 0.5356432199478149, 0.4497828185558319, 0.35835134983062744, -0.7208470702171326, -1.577804446220398, -0.6634494066238403, 0.8695183992385864, 0.09875214099884033, -0.1565401256084442, -0.07900252193212509, 2.093177556991577, 0.7607412338256836, 1.1394157409667969, -2.432591199874878, 0.35183802247047424, -1.0910996198654175, 1.4656978845596313, -1.1801592111587524, 0.8154720067977905, -0.39705878496170044, -0.4420270025730133, 1.200432538986206, -2.0251481533050537, 0.1990930438041687, 0.17474094033241272, -0.7014287114143372, 1.0835405588150024, 0.8284289836883545, 1.0441291332244873, -0.48660311102867126, -0.11619222164154053, 1.126461148262024, -0.35698023438453674, -1.2440544366836548, -0.20628732442855835, 0.8977289199829102, 0.25222069025039673, -0.8704327940940857, 0.959121584892273, 0.5704375505447388, 1.3136956691741943, 0.5245376825332642, -0.27163007855415344, -0.23627716302871704, -0.37051939964294434, 1.5474576950073242, -0.9942537546157837, -1.1692681312561035, 2.5679640769958496, 1.8811063766479492, -0.27107617259025574, 0.2519652247428894, 0.8767757415771484, -0.5365018844604492, 1.0172394514083862, 1.145868182182312, 0.7708366513252258, 1.169385552406311, 0.9000784158706665, -0.02557290345430374, -1.4750416278839111, 2.59142804145813, -1.039820671081543, 0.28524476289749146, 1.4014873504638672, 0.7961447238922119, -0.8851823210716248, -1.0462303161621094, -0.369859516620636, 1.5951534509658813, -1.3918342590332031, -0.5664793252944946, -0.16058015823364258, -0.26488733291625977, -0.6270939111709595, 1.1721835136413574, 0.3021584451198578, 0.7604498863220215, 0.5273401141166687, -0.5438908934593201, 1.6672203540802002, -0.42830199003219604, -2.085834503173828, -1.027793288230896, 0.08538194000720978, 0.34219664335250854, 0.037227924913167953, 1.1181583404541016, -0.18577799201011658, 0.08648233115673065, -0.25706687569618225, 1.4654182195663452, -0.915930986404419, 2.2571051120758057, 1.2095969915390015, 0.23449957370758057, -0.8956259489059448, -0.4800560176372528, -1.7265104055404663, 0.12133792042732239, -2.0694873332977295, -1.2109379768371582, -0.44956207275390625, -0.6616100668907166, -2.6127123832702637, 0.5913714170455933, 0.25398433208465576, -0.15277421474456787, -1.0394439697265625, -0.2919050455093384, 0.007756318897008896, 0.14705803990364075, -0.21630674600601196, -0.16213688254356384, 1.2244923114776611, 1.8948328495025635, 1.600943684577942, 0.5276296734809875, 0.76806640625, -0.6888008117675781, 1.320172667503357, -0.49698373675346375]"
